394,Virginie,Colston,48-1797719,437-32-4175,3,2,,23,31,301
395,Gwenneth,Ketchaside,74-8899177,669-20-5134,1,1,62592,,,
396,Paddie,Smowton,25-9442517,102-13-7804,3,1,,22,40,255
397,Vassily,Tyndall,69-7068279,392-82-5991,3,1,,21,49,314
398,Doris,Brandrick,21-8147297,204-63-7638,1,1,61665,,,
399,Blondy,Tayt,20-7774108,264-83-8164,2,1,,12,38,
400,Devan,Lethibridge,95-6935048,464-92-1538,3,2,,29,49,373
401,Nestor,Adamovich,36-5312135,604-36-8044,2,1,,15,48,
402,Hollie,Ervin,35-0121351,214-71-8103,3,2,,24,48,239
403,Gottfried,Gilligan,74-7530742,526-09-8874,2,1,,10,45,
404,Eal,Thewless,22-1116490,462-32-2519,2,1,,19,38,
405,Noel,McDonald,64-0227543,365-75-6870,3,1,,22,47,340
406,Quentin,Blundel,63-8183044,364-10-5572,2,1,,16,32,
407,Diann,Anmore,85-2072610,478-63-7815,1,1,68350,,,
408,Nicolai,Snalom,18-0627856,199-63-6005,1,2,57408,,,
409,Oren,Keatch,65-1367945,306-58-6911,1,2,53938,,,
410,Anthia,Dudson,35-2088495,369-25-1800,3,2,,23,31,353
411,Dolley,Aldhous,32-8461539,230-27-2166,2,2,,18,46,
412,Brandise,Keuning,62-1010421,160-21-8392,2,1,,11,45,
413,Mord,Tommasi,78-8289924,427-76-2145,3,1,,20,32,100
414,Larry,Ingerson,71-4547558,598-97-1787,3,1,,21,45,316
415,Win,Milella,61-8068152,665-48-3641,3,1,,29,45,157
416,Minnie,Woolvett,25-1125469,196-21-6571,3,2,,24,43,397
417,Jacinta,Goffe,05-9333256,863-74-0696,1,1,74225,,,
418,Bette,Pantecost,28-8913971,514-14-0621,1,2,67095,,,
419,Raymund,Rudge,49-0453182,892-16-4155,1,1,64122,,,
420,Petronilla,MacKim,65-4795877,814-87-9393,3,1,,27,33,342
421,Debra,Halling,23-2506260,237-35-7991,2,1,,20,30,
422,Ethelda,Stenners,94-2959478,305-69-4676,2,1,,18,35,
423,Morrie,O'Garmen,90-0767479,408-38-1505,3,1,,23,38,472
424,Emily,Crammy,18-9927891,526-04-4331,1,2,55864,,,
425,Dirk,Bamfield,63-9880617,800-79-0680,2,1,,19,39,
426,Charmian,Mucklo,63-1863941,258-29-0714,3,1,,25,45,149
427,Linus,Shuttell,28-5622950,804-13-2279,1,2,68111,,,
428,Bell,Wozencroft,65-0282698,417-51-3848,3,2,,26,32,414
429,Mateo,Buggs,18-6290004,285-55-8529,2,1,,10,32,
430,Karna,Lawford,09-0182427,506-36-2223,2,1,,20,43,
431,Carmel,Pendrich,64-2514560,749-31-0456,3,1,,22,37,235
432,Cherilynn,Shackell,32-0089289,153-78-8671,2,1,,12,40,
433,Rosco,Pude,97-2884756,379-49-7112,3,2,,27,34,385
434,Jarrid,De Hoogh,23-2992574,852-22-8446,1,1,68985,,,
435,Annamaria,Clynmans,51-9133406,821-88-9927,2,2,,14,45,
436,Leila,Agget,63-4378100,111-22-3255,1,2,53183,,,
437,Alexina,Rutt,36-9013095,558-47-1673,1,1,60275,,,
438,Ian,Skains,76-9541625,192-92-4888,3,2,,23,32,349
439,Brittany,Squire,32-4868636,115-26-2228,2,1,,20,49,
440,Haven,Sandiford,20-9285059,202-10-3640,2,1,,13,43,
441,Hubie,Van der Daal,66-7891322,213-01-6090,1,2,79634,,,
442,Zared,Walasik,99-0012502,881-82-9911,2,2,,13,31,
443,Gayle,Mathiot,16-7569306,442-37-6627,2,1,,10,34,
444,Inglebert,Guillain,03-0707180,693-19-2744,3,1,,28,49,286
445,Candra,Colqueran,46-8865649,376-53-2128,2,1,,17,44,
446,Moyra,Goulter,36-5209902,606-85-8574,1,1,70032,,,
447,Broderick,Lohmeyer,00-1321946,421-53-0125,3,2,,26,50,268
448,Rosemary,Ryves,76-5867344,635-13-1519,2,1,,12,33,
449,Glyn,Willox,99-8418296,362-09-5359,2,1,,13,37,
450,Clevie,Thomen,60-2687639,739-77-5438,3,1,,30,35,147
451,Emlynn,L'Episcopi,37-2590168,383-86-3195,3,2,,22,31,137
452,Pate,Hamel,28-4056844,182-89-5184,1,2,77445,,,
453,Dorothea,Gomar,47-5582756,480-80-4649,1,2,68663,,,
454,Kimble,Munday,52-1080475,222-71-3959,3,1,,21,46,408
455,Kellie,Caney,94-3372926,233-08-2426,2,1,,12,34,
456,Mariska,Coudray,03-8099939,171-13-3483,2,2,,15,46,
457,Lenci,Crabtree,96-6012015,592-75-2343,3,1,,23,35,414
458,Annalee,Corzon,25-0111357,195-37-9343,2,1,,20,43,
459,Donnie,Everist,68-7146386,210-70-1969,1,1,53367,,,
460,Luce,Brodest,08-5986535,576-87-7554,3,1,,25,48,132
461,Belita,Porkiss,58-1861348,397-77-1294,1,2,52827,,,
462,Pru,Oattes,99-5966559,704-56-3895,1,1,71911,,,
463,Betti,Cressey,57-4099417,486-51-3973,2,1,,19,44,
464,Nestor,Hilley,03-5246690,889-09-3190,2,1,,12,37,
465,Correna,Sisland,69-7878894,645-70-2540,1,2,57561,,,
466,Ced,Will,36-4855133,444-81-4872,2,1,,16,48,
467,Reinaldo,Hasted,46-8596497,476-98-6719,2,1,,13,35,
468,Mandel,Dalgleish,76-4928550,780-50-9130,2,1,,10,43,
469,Oriana,Bungey,95-4267552,487-74-8381,3,1,,29,33,471
470,Levi,Ceyssen,55-6266652,488-36-0003,2,2,,12,39,
471,Marquita,MacNeice,68-1930767,811-97-4254,3,1,,25,46,301
472,Katharine,Thurner,86-1729518,837-37-4516,3,2,,28,48,137
473,Magda,Iglesiaz,56-9390224,465-21-3493,2,1,,11,32,
474,Celinda,Adanez,34-2750055,175-19-8059,1,1,78875,,,
475,Philly,Torrese,36-2822065,500-87-1814,3,2,,27,37,358
476,Kinsley,Owain,36-3898835,103-26-5719,2,1,,19,33,
477,Aubrie,Glazier,36-3134040,198-15-3071,3,2,,22,49,463
478,Marley,Merryfield,52-0179680,407-45-5114,3,1,,21,32,174
479,Jarrad,Poschel,99-8683093,498-76-9539,3,1,,27,45,441
480,Gwendolyn,Habert,38-4279359,614-86-9115,3,2,,28,37,344
481,Miller,Batho,50-9245221,182-55-8894,2,2,,17,30,
482,Raimund,Childrens,67-3979662,704-45-6220,3,2,,29,50,488
483,Vivienne,Girth,23-6903781,391-37-5849,2,1,,16,30,
484,Alexine,Wisniewski,78-7454599,210-33-7500,2,1,,12,35,
485,Melloney,Leguay,54-7381143,577-17-5630,1,2,71070,,,
486,Bradly,Bergeau,41-4518637,617-26-1998,1,1,61569,,,
487,Chelsea,Fearnehough,02-0299557,252-07-3155,2,2,,19,44,
488,Wyatt,Fenelow,43-9144885,673-58-4103,3,2,,22,48,263
489,Brigham,Radbourne,92-6085916,386-88-4691,2,1,,11,45,
490,Katharyn,Biffin,12-6464154,137-68-9799,3,2,,25,48,233
491,Jamey,Ortmann,91-5305734,169-90-5974,2,1,,16,46,
492,Nelli,Layson,68-7788401,481-01-6948,1,1,56652,,,
493,Clement,Williams,53-6589839,561-81-9940,3,2,,23,49,403
494,Perkin,Quartermain,17-0943292,486-48-0859,3,2,,22,36,430
495,Orelee,Augustine,49-9640858,618-89-9752,2,2,,17,34,
496,Neysa,Brennan,45-3275818,880-26-0787,1,1,72342,,,
497,Berkly,Milmo,47-6297712,141-78-3019,2,2,,14,46,
498,Bennett,Betteridge,60-4920246,134-30-2643,2,2,,11,45,
499,Welch,Nutting,23-8862427,894-35-0384,3,1,,29,34,136
500,Shayla,Inkpen,45-1134670,637-49-5825,3,2,,30,36,330
501,Pen,Bonwick,73-1055612,217-35-3709,3,2,,24,30,306
502,Perle,Fearnside,60-6194834,233-63-7189,2,1,,15,36,
503,Maddy,Petrik,51-7414897,219-90-8080,2,1,,17,40,
504,Denyse,Birkin,60-7882933,333-19-0007,3,2,,28,40,226
505,Coletta,Jukubczak,37-2321951,789-42-6520,1,1,62553,,,
506,Worthy,Lackington,00-5733221,276-14-9308,1,2,54177,,,
507,Sydney,Worsell,43-6805082,808-14-9424,2,2,,17,43,
508,Krystyna,Boorne,76-8739949,358-67-3465,1,2,56723,,,
509,Lawry,Chedzoy,49-4063080,799-84-7102,1,2,50901,,,
510,Van,Meriet,77-4189227,522-63-1634,3,2,,21,46,450
511,Jaquelyn,Aberdalgy,69-7144710,546-81-6895,3,1,,23,40,462
512,Joscelin,Pollastrino,58-4787324,807-09-9622,3,1,,28,44,421
513,Allison,Plose,32-5427321,228-59-0100,1,1,73134,,,
514,Harmonie,Cartmael,83-5878140,644-55-3673,3,1,,30,35,224
515,Monty,Ambage,93-0444948,819-98-1635,3,1,,24,44,475
516,Cinda,Mion,96-9209778,177-36-2722,1,2,70568,,,
517,Rowen,Gladtbach,67-3166022,356-87-1371,3,2,,28,43,461
518,Sylvan,Shewon,63-9383221,799-05-5680,1,2,53211,,,
519,Sybilla,Swiffen,76-6624417,890-01-5779,1,1,67444,,,
520,Candida,Jameson,32-3668021,358-18-4340,1,2,68570,,,
521,Tonya,Southerell,62-1396868,255-68-4548,2,2,,11,36,
522,Wynne,Jerzak,73-5493637,673-62-8909,3,2,,20,38,372
523,Cheslie,Doerr,93-7271899,815-76-4969,2,2,,10,35,
524,Euell,Boarleyson,62-7424692,657-66-7471,3,2,,24,40,197
525,Nonie,Shepherd,00-0544606,807-44-6073,1,1,51581,,,
526,Franklin,McNirlin,81-6874400,835-90-5498,2,2,,10,30,
527,Donielle,McArd,50-9783779,332-93-7267,2,1,,16,49,
528,Hailee,Durdle,49-5235028,801-82-6490,3,1,,20,46,366
529,Kalli,Ormistone,23-9569998,150-67-5557,2,1,,20,30,
530,Christoforo,Dantesia,91-0849596,116-05-0882,3,1,,20,34,319
531,Zena,Pesik,60-3342129,470-69-9607,1,1,62980,,,
532,Lynne,Skinn,86-3806605,267-45-9781,2,1,,18,46,
533,Katharyn,Illingsworth,76-9113252,158-82-3600,1,1,51222,,,
534,Oralia,Gambles,37-7483509,157-63-3690,1,2,68622,,,
535,Basil,Swanborrow,62-4151780,543-34-6679,3,1,,20,50,381
536,Nathan,Kohrs,07-2275209,888-23-4423,1,1,61830,,,
537,Rori,Blockey,66-0683309,590-37-8291,1,1,63630,,,
538,Belicia,Mussalli,87-4052453,230-76-4616,3,2,,25,36,347
539,Jacquenette,Dumigan,06-1575771,633-17-3355,3,2,,23,48,431
540,Mohandas,Stairmond,70-6079070,751-54-5348,2,1,,12,42,
541,Claudell,Phillott,00-0055800,499-79-5359,3,1,,24,38,449
542,Lane,Sherry,75-8805253,820-75-1508,1,2,72714,,,
543,Lyndel,Jerred,57-6609767,777-37-2429,1,1,56816,,,
544,Ransom,Abbot,02-0863826,528-81-6479,1,2,75981,,,
545,Agnola,Northedge,79-6369839,730-78-2995,3,2,,29,49,211
546,Bartlet,Wimbury,40-9314539,122-39-9207,1,1,65361,,,
547,Candida,Andriessen,30-7067178,738-58-8337,2,2,,17,31,
548,Othella,Snalum,91-6168468,690-52-1370,1,1,64061,,,
549,Klement,Divisek,63-3919567,501-78-6642,3,1,,20,40,336
550,Edgard,Massie,49-1590686,718-93-6745,1,2,64272,,,
551,Cassaundra,Mosedale,49-3714987,842-61-1778,3,1,,24,44,166
552,Madelina,Claesens,20-7084396,895-82-0309,3,1,,30,34,409
553,Marianne,Aasaf,53-1355341,417-18-7971,1,2,77941,,,
554,Bentley,Dart,30-8636222,691-55-4557,3,1,,28,43,279
555,Waylin,Primett,47-3039732,379-67-7914,1,2,58857,,,
556,Warner,Worsnup,88-2718893,552-03-3207,1,2,57336,,,
557,Caroljean,Mabbott,29-2022920,688-95-0806,1,2,67894,,,
558,Ninette,MacAlees,64-0399542,544-23-8669,2,2,,10,33,
559,Marissa,Phethean,74-1072672,263-75-2369,1,1,79526,,,
560,Forbes,Barrus,43-4090234,315-97-1741,1,1,58110,,,
561,John,Pettican,75-3619325,592-69-8144,1,2,63018,,,
562,Anneliese,Babar,16-3251193,395-03-8651,3,2,,29,45,368
563,Irma,Pollastrino,55-5790845,197-70-4646,1,1,57277,,,
564,Alexandros,Perrat,78-3919538,446-12-2614,3,1,,27,31,213
565,Patin,Casale,47-4144002,505-79-6962,3,1,,30,36,485
566,Biddy,Giamuzzo,98-6617788,448-35-1542,3,1,,26,31,352
567,Gelya,Bowring,68-1986149,179-13-5819,3,1,,22,45,273
568,Mariquilla,Woolston,31-8901363,772-99-8202,3,2,,30,37,493
569,Hamish,Moehler,86-5666406,333-40-3931,2,1,,14,48,
570,Glyn,Mattielli,44-3384377,316-84-2950,3,2,,27,39,332
571,Blondelle,Canto,69-6128899,600-92-9253,3,2,,23,31,108
572,Wait,Snell,66-7263032,123-58-7877,2,1,,19,39,
573,Tuckie,Jolley,75-6018082,248-83-5499,2,1,,18,43,
574,Rozanna,Guilloneau,44-8013750,199-57-0433,3,1,,30,42,242
575,Haroun,Bickerstaffe,51-7883070,840-71-3203,3,2,,21,31,485
576,Conchita,Bierton,66-6246604,464-63-8014,1,1,51923,,,
577,Winnie,Laval,57-6420398,758-35-6557,2,2,,15,36,
578,Gregor,Hallard,06-6469040,866-31-5959,3,1,,20,42,336
579,Keslie,Barry,50-0856157,742-37-7042,2,2,,17,43,
580,Foster,McBain,14-4233815,217-11-5268,2,2,,19,31,
581,Jacky,Enochsson,76-9514538,608-93-0317,2,1,,18,36,
582,Tripp,Heijne,20-1524292,859-54-3224,2,1,,11,45,
583,Ricca,McRill,61-1537870,499-98-3425,3,1,,26,50,272
584,Horatia,Leppington,69-2606072,594-53-4844,2,2,,10,47,
585,Menard,Assiter,53-4519273,648-77-6575,3,1,,25,48,107
586,Bjorn,Goodere,40-9774513,865-91-3307,2,2,,12,41,
587,Dwight,Pettis,14-9151680,549-52-4914,1,2,58064,,,
588,Edan,Morrill,37-6313398,384-98-3142,2,2,,12,36,
589,Wallie,Kachel,71-2499791,878-53-4048,3,1,,29,50,158
590,Brendin,Seckington,51-8809739,328-63-2028,3,1,,23,36,346
591,Orsola,Dericot,80-4147941,301-92-0609,3,1,,23,49,170
592,Jordanna,Jachimczak,30-4908032,797-81-7967,2,2,,16,41,
593,Yovonnda,McCloughlin,35-1334466,514-47-2171,1,2,51172,,,
594,Gladys,Saunter,71-7422338,776-04-5465,1,1,65881,,,
595,Amelia,Madden,17-0377987,701-60-8973,2,1,,19,42,
596,Freemon,Rideout,51-1301941,736-65-8700,1,2,59412,,,
597,Ola,Baroux,55-1502272,554-28-5730,3,1,,28,31,190
598,Giff,Danovich,58-3695823,290-45-7883,1,2,63091,,,
599,Brande,Brasted,81-3732862,449-12-4256,3,2,,28,39,376
600,Bradley,Diffley,35-9705768,218-89-6283,1,2,69069,,,
601,Marget,Edess,76-8052378,300-31-0983,1,1,53789,,,
602,Noelle,Spoor,51-0396867,878-77-7356,3,2,,30,38,423
603,Yovonnda,Gatherer,88-3495340,778-62-3740,2,1,,12,34,
604,Page,Kidney,20-2096994,639-54-1066,2,1,,14,44,
605,Kerrin,Cosstick,11-7960478,785-55-4930,1,1,69442,,,
606,Rebbecca,Melanaphy,67-8217927,897-95-7918,2,2,,16,42,
607,Sylvia,Offer,96-5662246,114-04-2723,3,2,,22,33,218
608,Ferrel,Oughton,98-4806169,820-80-4459,2,2,,17,42,
609,Ebonee,Adel,92-3541896,823-58-7901,1,1,55971,,,
610,Raviv,Joskowitz,49-7779787,239-34-1815,3,2,,27,45,256
611,Teodorico,Fairy,35-4832427,185-75-0248,3,1,,22,48,418
612,Findley,Otterwell,94-2846674,731-25-3436,1,1,70388,,,
613,Craggy,St. Leger,25-6546840,834-33-5342,3,1,,26,34,304
614,Fredrick,Foulks,63-1097284,765-35-8577,2,2,,17,32,
615,Dal,Richardet,95-1895508,143-97-9135,2,1,,16,31,
616,Rae,Dubose,62-9000384,356-18-0899,1,2,62641,,,
617,Lora,Maasz,32-6165274,779-42-4671,1,1,73904,,,
618,Pepita,Bassford,86-4126637,193-57-3920,3,2,,26,40,369
619,Caryl,Badsey,59-0335908,135-66-9380,3,2,,27,35,454
620,John,Coonan,41-0301843,205-78-4967,1,1,70440,,,
621,Cosetta,Hastings,98-3475146,265-06-8406,3,2,,21,40,492
622,Carree,Orpen,98-0947842,599-27-8648,1,2,78723,,,
623,Dominga,Fearnill,38-5172811,744-83-3526,3,1,,20,45,319
624,Chane,O'Duggan,36-0553474,655-57-6536,2,2,,14,32,
625,Hilliary,Cremen,63-9271766,541-10-9406,3,2,,26,48,190
626,Eran,Ziemecki,99-4791956,340-64-5343,3,2,,29,41,361
627,Charyl,Donett,56-2487800,474-45-1192,3,1,,24,31,275
628,Sigrid,Mandifield,23-7864456,874-14-3650,3,1,,28,41,500
629,Marcel,Keble,51-9604890,796-67-1142,2,1,,11,31,
630,Yelena,Headley,11-2347591,541-89-6500,3,1,,27,45,129
631,Kylila,Brydell,83-8134397,130-61-7683,1,1,68818,,,
632,Lizette,Hairyes,60-7426187,871-46-2506,2,1,,14,36,
633,Layla,Millott,51-0968962,234-42-3629,2,1,,10,36,
634,Bertram,Duckham,05-5224213,272-69-3263,3,1,,26,35,144
635,Douglas,Dumigan,90-8681225,564-46-6819,3,2,,20,45,367
636,Natalya,Bothe,90-1096352,358-31-2689,2,2,,13,39,
637,Holden,Beakes,08-9662057,740-74-9799,3,1,,28,35,113
638,Margot,Ingolotti,91-4364589,663-75-6358,2,2,,16,35,
639,Wanda,McMaster,04-4049511,356-28-6548,3,1,,30,49,254
640,Dannel,Portail,29-9228344,506-60-3664,1,2,73792,,,
641,Merill,Bruneau,56-7227496,135-08-3500,3,2,,22,45,214
642,Gregorius,McPhilemy,31-8741938,771-21-7844,3,1,,28,49,362
643,Kailey,Targett,86-1522687,389-96-8662,1,2,68023,,,
644,Audrie,Sanderson,48-8585854,141-48-5021,1,1,53638,,,
645,Victoir,Masey,34-9314164,445-98-9722,1,1,74031,,,
646,Baillie,Yellowlees,32-7113342,229-84-2995,1,1,53666,,,
647,Yettie,Pallas,43-9640587,492-88-5500,2,2,,16,45,
648,Tana,Eadmeads,31-9063860,464-70-4079,1,2,71934,,,
649,Arnaldo,Kendell,88-3235666,771-75-3866,3,2,,26,44,355
650,Deane,Goodliff,36-3032903,536-96-0238,2,2,,10,34,
651,Bronson,Kippins,72-4186181,879-65-6996,1,2,79172,,,
652,Marylynne,Hazeldene,59-8091962,754-15-9610,1,1,54789,,,
653,Paige,Mecchi,01-5472186,101-05-1012,2,2,,20,50,
654,Reggis,Blazic,72-7278981,395-69-3086,2,1,,11,40,
655,Hanny,Yurevich,67-4491082,459-90-4810,2,2,,17,32,
656,Conny,Sutliff,84-4484253,404-07-5243,2,1,,19,46,
657,Claudia,Bourhill,17-0800966,677-38-2687,2,2,,11,43,
658,Elora,Deniscke,02-0084731,420-09-1983,2,2,,15,47,
659,Megan,Parriss,23-0960702,462-03-8240,1,2,66391,,,
660,Ab,Schustl,85-2416826,224-86-4958,3,1,,26,39,300
661,Deane,Le Huquet,46-3577467,686-60-8283,3,1,,27,41,138
662,D'arcy,Aulsford,52-5602906,573-47-3931,2,1,,20,33,
663,Eirena,Goodall,06-0989054,857-45-9873,3,2,,20,36,127
664,Wilbur,Nolda,35-2209092,351-48-0380,1,1,51527,,,
665,Hamid,Hawkings,72-6795049,638-33-0087,3,1,,20,41,219
666,Reider,Hurche,00-3082533,803-88-2853,2,1,,18,36,
667,Willyt,Bebb,69-4420093,442-23-0857,2,1,,13,34,
668,Alaster,Lukehurst,07-4390628,474-73-3969,2,1,,15,33,
669,Wallie,Hadland,20-4757109,196-84-2853,3,2,,25,30,281
670,Lonnie,McClifferty,99-7509278,681-21-6665,1,2,55059,,,
671,Cookie,Stainbridge,04-0503474,349-08-7659,1,2,66604,,,
672,Klaus,Lowrie,25-2442210,355-21-8255,1,2,71906,,,
673,Ursala,Janiszewski,78-1804493,210-50-5809,1,1,53298,,,
674,Mariquilla,Enric,16-0817859,872-10-6357,2,2,,15,34,
675,Conney,Keates,45-4993374,216-83-4557,1,1,60407,,,
676,Nancy,Wackley,61-9080537,187-52-2687,2,1,,15,41,
677,Maribelle,Dossit,18-0832510,189-65-0128,2,2,,14,42,
678,Julita,Ruselin,00-5529451,543-74-6636,1,2,50872,,,
679,Orelee,McMillam,68-2154744,293-32-4447,1,2,70952,,,
680,Dare,Cockrill,01-7232758,739-76-0992,1,2,65773,,,
681,Mollee,Quinnet,16-8788405,234-28-2315,1,2,77923,,,
682,Adara,Tudball,15-2058198,376-52-6445,1,1,55045,,,
683,Ervin,Yanson,88-1430135,706-01-3804,2,1,,10,50,
684,Amory,McGuiness,24-6043082,434-49-1866,3,1,,30,33,390
685,Jerald,Heaney,31-9351122,249-58-6385,3,1,,20,40,239
686,Fonz,Moxsom,52-4445564,106-71-1539,3,2,,26,34,336
687,Augy,Britian,67-0252847,764-34-8588,3,1,,23,32,136
688,Robert,Notley,20-7806840,752-09-4698,2,1,,15,34,
689,Neall,Sugge,88-1815370,712-11-2378,2,1,,14,38,
690,Edwina,Abate,64-7435701,234-83-6746,2,1,,14,50,
691,Aveline,Flye,24-6605363,778-42-0091,3,2,,22,49,118
692,Amelita,Skentelbery,98-3002445,891-32-5055,3,1,,23,34,214
693,Zahara,Neath,33-4865904,549-39-0261,1,2,65269,,,
694,Elmer,Pitney,60-1974393,256-97-3526,2,1,,14,39,
695,Boony,Ovesen,35-8569303,607-90-2200,2,2,,16,42,
696,Christel,Tousey,07-8552019,233-86-4319,3,1,,24,35,138
697,Orella,Mineghelli,92-9303541,190-57-6529,1,2,52366,,,
698,Cacilie,MacCoughan,98-8606087,760-10-9415,3,2,,21,31,418
699,Paulita,Powner,99-6757749,860-63-3666,3,2,,21,50,230
700,Ara,Feighry,29-5521088,614-39-8395,2,2,,18,47,
701,Terra,Olyet,24-3933706,296-89-7747,3,2,,27,32,111
702,Yorke,Danilenko,73-0151305,530-87-9885,2,2,,11,47,
703,Jon,Greene,42-6789486,486-19-7645,2,1,,11,42,
704,Clemens,Mammatt,31-4894122,505-16-1334,2,2,,13,38,
705,Liane,Verheyden,36-8441144,155-91-1540,2,2,,10,48,
706,Dion,Divina,17-5530685,462-48-4859,1,1,75510,,,
707,Eirena,World,19-9219215,745-62-9967,3,1,,20,37,373
708,Mervin,Ehrat,98-7034664,614-40-5229,2,2,,14,44,
709,Gayelord,Goosnell,54-0331894,403-52-4667,2,2,,17,47,
710,Irvin,Keepence,50-0728571,834-11-7497,1,2,64839,,,
711,Anjanette,Thorius,12-0732258,709-15-4946,2,1,,17,41,
712,Roslyn,Fallis,70-6097661,256-08-1665,2,2,,16,41,
713,Costa,Willerson,56-2520267,890-23-6325,3,2,,26,32,275
714,Kippie,Arend,31-2244473,299-54-5255,3,1,,28,36,191
715,Myrna,Van der Baaren,16-9178075,788-62-3619,2,1,,19,37,
716,Graham,Tomenson,38-4720424,113-20-2187,1,1,52484,,,
717,Gertrude,Glencorse,42-2802401,195-93-2237,3,2,,23,34,293
718,Wolfgang,Duffrie,31-4069670,301-84-9094,2,2,,18,37,
719,Marja,Thornthwaite,40-6376655,104-20-4381,1,2,78536,,,
720,Gabriela,Eskrick,56-7471869,302-66-3925,1,1,65122,,,
721,Johanna,Moan,39-1191299,741-95-3394,3,2,,23,48,468
722,Cassi,Lorkin,63-1689356,127-80-8733,1,2,68539,,,
723,Alberto,Catonnet,48-6107252,598-08-7878,1,1,74010,,,
724,Bobby,Schwaiger,60-2656537,145-99-4642,2,1,,20,36,
725,Horten,Jimmes,83-1866821,725-12-4113,3,1,,29,42,497
726,Ax,Tale,50-6275942,697-16-3508,3,2,,21,50,144
727,Marcelle,Beer,64-7524764,512-52-6233,1,2,72180,,,
728,Baron,Milch,82-9000142,403-95-2488,3,1,,30,48,411
729,Leroy,Zamora,06-5967213,763-58-1234,2,1,,20,37,
730,Galvin,Atyeo,14-6296187,562-65-4280,1,1,58238,,,
731,Meara,Mercey,46-8705883,597-31-1234,2,1,,12,44,
732,Iolande,Elmhurst,93-7472499,873-74-2735,2,2,,16,46,
733,Parrnell,Colwell,80-6819600,425-56-2740,1,1,67471,,,
734,Barnett,Loftus,89-2042528,233-18-0332,2,2,,13,48,
735,Marianne,Verrill,57-2590451,665-74-8963,3,1,,27,34,115
736,Joly,Heindle,75-9568914,412-50-6578,3,2,,24,39,100
737,Zuzana,Bradberry,67-6975137,876-89-4327,3,2,,21,32,124
738,Oona,Blakeway,60-0145622,220-05-7753,3,1,,29,39,326
739,Jenica,Beazley,04-9911075,686-41-7585,3,2,,20,35,481
740,Deedee,Valder,25-5724418,470-74-9232,1,2,59012,,,
741,Ariel,Gerry,16-2256977,134-59-1796,1,1,76600,,,
742,Colly,Maypes,38-2923045,318-73-1932,3,2,,20,32,140
743,Hillyer,Linham,44-7270745,806-48-8294,3,2,,25,30,459
744,Emelda,Guyet,12-5080144,468-60-0773,3,1,,22,35,465
745,Jimmy,Van Rembrandt,12-3187189,269-69-9912,2,2,,10,43,
746,Nil,Cassey,01-7966714,484-95-0613,1,1,66056,,,
747,Layton,Haggerty,31-8414394,881-28-1997,1,1,66260,,,
748,Conway,Cutridge,44-4122141,112-18-1167,1,2,71639,,,
749,Boyce,Clooney,80-5890817,459-96-5372,2,2,,11,32,
750,Faythe,Leall,16-9026726,248-16-7360,1,1,51505,,,
751,Geraldine,Briscoe,62-9601997,353-39-7711,1,1,77342,,,
752,Bambie,Weigh,66-4388725,552-79-4172,2,1,,12,38,
753,Pennie,McOmish,71-9217424,484-74-1877,2,1,,16,41,
754,Bliss,Boraston,88-8682292,553-47-2158,1,2,65036,,,
755,Skell,Cheater,65-8854428,146-74-1316,3,1,,27,48,303
756,Mabelle,Bewick,10-0494818,276-48-8286,2,1,,16,41,
757,Raul,Winston,84-8849276,498-51-2692,2,2,,15,33,
758,Si,Deppe,95-0567608,359-54-1766,2,2,,19,31,
759,Timofei,Halahan,82-3531269,166-83-3665,3,2,,22,42,333
760,Maison,Marling,61-4322137,760-72-7008,2,1,,16,38,
761,Savina,Zmitrichenko,77-9049066,892-30-3836,1,2,56129,,,
762,Blake,Besnardeau,06-5941675,665-25-4518,1,2,73573,,,
763,Loretta,Danet,32-6316394,612-27-5965,2,1,,15,31,
764,Lynette,Chapelhow,74-9998112,366-64-3846,3,2,,28,41,118
765,Malory,Islep,68-3201072,846-60-4948,3,1,,21,47,183
766,Lenette,Blaszczak,40-5316774,849-43-8181,1,1,76237,,,
767,Edita,Ingold,94-2542394,138-63-4995,2,1,,18,45,
768,Brana,Crate,88-8824970,283-74-7278,1,1,77236,,,
769,Gawen,Guerreru,93-6297940,329-50-7071,1,1,64523,,,
770,Miguela,Copson,10-9496609,701-21-9192,3,2,,29,33,233
771,Allianora,Alcalde,58-6243897,415-74-7614,3,1,,28,50,234
772,Katie,Airth,97-8674714,206-56-1652,3,2,,26,40,356
773,Leshia,Grinsted,57-9909372,445-58-8775,3,2,,27,44,220
774,Sybyl,Stidever,28-2811531,380-01-7341,1,2,54861,,,
775,Brietta,Stanistrete,92-4822156,835-48-3173,1,2,59380,,,
776,June,Scuffham,34-2130770,426-09-9407,2,2,,16,38,
777,Tobye,Bavister,28-7025190,880-07-9120,1,2,50434,,,
778,Lisbeth,Gudger,48-1403135,692-98-3149,2,1,,18,43,
779,Goldina,Didsbury,09-1321941,591-54-8640,1,2,76340,,,
780,Molli,Bleackly,69-1516338,842-49-9071,1,2,74723,,,
781,Nicholle,Treleaven,48-0902275,287-64-3389,3,1,,21,33,479
782,Mord,Whipp,95-5284805,443-86-0410,1,2,56815,,,
783,Bil,Overpool,04-6028780,572-82-7839,2,1,,11,31,
784,Vale,Gatrill,98-7442690,643-50-5813,1,1,62560,,,
785,Raine,Edmett,86-4928242,691-48-3902,3,1,,30,44,151
